row_type,event_id,event_type,event_label_ko,count,frame,time_sec,team_id,team_name,shot_made_count,shot_missed_count,pass_count,rebound_count,steal_or_block_count,shot_success_rate_pct,possession_frame_count,possession_time_sec,possession_pct,player_track_id,secondary_track_id,confidence,details
event,E00277,rebound,리바운드,,31340,1044.667,1,team_1,,,,,,,,,,44625,,0.5,defensive_rebound_after_missed_shot_frame=31330
event,E00278,steal_or_block,스틸/블락,,31367,1045.567,2,team_2,,,,,,,,,,44592,44625,0.55,stable_opponent_possession_after_missed_shot_or_block;gap_frames=15;left_frames=13;right_frames=6
event,E00279,pass,패스,,31386,1046.2,1,team_1,,,,,,,,,,44589,44591,0.605,stable_possession_changed_same_team;gap_frames=2;left_frames=12;right_frames=7
event,E00280,steal_or_block,스틸/블락,,31447,1048.233,2,team_2,,,,,,,,,,44590,44593,0.64,stable_opponent_possession_after_missed_shot_or_block;gap_frames=1;left_frames=39;right_frames=18
event,E00281,shot_missed,슛실패,,31469,1048.967,2,team_2,,,,,,,,,,44799,,0.463,near_rim_no_make_detected
event,E00282,rebound,리바운드,,31489,1049.633,1,team_1,,,,,,,,,,44593,,0.5,defensive_rebound_after_missed_shot_frame=31469
event,E00283,steal_or_block,스틸/블락,,31567,1052.233,1,team_1,,,,,,,,,,44593,44590,0.64,stable_possession_changed_opponent_team;gap_frames=1;left_frames=15;right_frames=27
event,E00284,shot_made,슛성공,,31603,1053.433,1,team_1,,,,,,,,,,44593,,0.541,ball_crossed_rim_zone
event,E00285,steal_or_block,스틸/블락,,31670,1055.667,1,team_1,,,,,,,,,,44593,44590,0.55,stable_possession_changed_opponent_team;gap_frames=1;left_frames=6;right_frames=46
event,E00286,pass,패스,,31760,1058.667,1,team_1,,,,,,,,,,44912,44871,0.635,stable_possession_changed_same_team;gap_frames=2;left_frames=23;right_frames=9
event,E00287,steal_or_block,스틸/블락,,32050,1068.333,2,team_2,,,,,,,,,,45334,45333,0.64,stable_possession_changed_opponent_team;gap_frames=39;left_frames=17;right_frames=65
event,E00288,steal_or_block,스틸/블락,,32184,1072.8,2,team_2,,,,,,,,,,45334,45333,0.565,stable_possession_changed_opponent_team;gap_frames=1;left_frames=8;right_frames=7
event,E00289,steal_or_block,스틸/블락,,32270,1075.667,2,team_2,,,,,,,,,,45714,45333,0.64,stable_possession_changed_opponent_team;gap_frames=21;left_frames=20;right_frames=26
event,E00290,pass,패스,,32309,1076.967,2,team_2,,,,,,,,,,45329,45714,0.62,stable_possession_changed_same_team;gap_frames=1;left_frames=26;right_frames=8
event,E00291,pass,패스,,32381,1079.367,2,team_2,,,,,,,,,,45329,45714,0.62,stable_possession_changed_same_team;gap_frames=53;left_frames=8;right_frames=15
event,E00292,pass,패스,,32450,1081.667,2,team_2,,,,,,,,,,45332,45329,0.68,stable_possession_changed_same_team;gap_frames=55;left_frames=15;right_frames=33
event,E00293,pass,패스,,32483,1082.767,2,team_2,,,,,,,,,,45329,45332,0.605,stable_possession_changed_same_team;gap_frames=1;left_frames=33;right_frames=7
event,E00294,shot_made,슛성공,,32674,1089.133,2,team_2,,,,,,,,,,45714,,0.687,ball_crossed_rim_zone
event,E00295,shot_made,슛성공,,32812,1093.733,1,team_1,,,,,,,,,,46517,,0.573,ball_crossed_rim_zone
event,E00296,steal_or_block,스틸/블락,,33124,1104.133,2,team_2,,,,,,,,,,46832,46833,0.595,stable_possession_changed_opponent_team;gap_frames=1;left_frames=9;right_frames=34
event,E00297,steal_or_block,스틸/블락,,33176,1105.867,2,team_2,,,,,,,,,,46832,46833,0.58,stable_possession_changed_opponent_team;gap_frames=1;left_frames=18;right_frames=8
event,E00298,pass,패스,,33308,1110.267,1,team_1,,,,,,,,,,47079,46840,0.635,stable_possession_changed_same_team;gap_frames=1;left_frames=9;right_frames=20
event,E00299,steal_or_block,스틸/블락,,33340,1111.333,2,team_2,,,,,,,,,,47035,47093,0.55,stable_possession_changed_opponent_team;gap_frames=1;left_frames=6;right_frames=15
event,E00300,steal_or_block,스틸/블락,,33390,1113.0,1,team_1,,,,,,,,,,47121,47125,0.565,stable_opponent_possession_after_missed_shot_or_block;gap_frames=4;left_frames=7;right_frames=10
event,E00301,shot_missed,슛실패,,33422,1114.067,1,team_1,,,,,,,,,,47190,,0.64,near_rim_no_make_detected
event,E00302,rebound,리바운드,,33423,1114.1,1,team_1,,,,,,,,,,47117,,0.5,offensive_rebound_after_missed_shot_frame=33422
event,E00303,pass,패스,,33637,1121.233,1,team_1,,,,,,,,,,47488,47489,0.62,stable_possession_changed_same_team;gap_frames=1;left_frames=24;right_frames=8
event,E00304,steal_or_block,스틸/블락,,33691,1123.033,2,team_2,,,,,,,,,,47676,47484,0.64,stable_possession_changed_opponent_team;gap_frames=1;left_frames=16;right_frames=17
event,E00305,pass,패스,,33708,1123.6,2,team_2,,,,,,,,,,47486,47676,0.62,stable_possession_changed_same_team;gap_frames=1;left_frames=17;right_frames=8
event,E00306,steal_or_block,스틸/블락,,33770,1125.667,1,team_1,,,,,,,,,,47485,47483,0.64,stable_possession_changed_opponent_team;gap_frames=1;left_frames=39;right_frames=20
event,E00307,shot_made,슛성공,,33892,1129.733,2,team_2,,,,,,,,,,47483,,0.683,ball_crossed_rim_zone
event,E00308,shot_made,슛성공,,33963,1132.1,,unknown,,,,,,,,,,47937,,0.558,ball_crossed_rim_zone
event,E00309,steal_or_block,스틸/블락,,34263,1142.1,2,team_2,,,,,,,,,,48261,48271,0.55,stable_possession_changed_opponent_team;gap_frames=1;left_frames=6;right_frames=26
event,E00310,steal_or_block,스틸/블락,,34340,1144.667,1,team_1,,,,,,,,,,48265,48261,0.64,stable_possession_changed_opponent_team;gap_frames=43;left_frames=26;right_frames=28
event,E00311,shot_missed,슛실패,,34717,1157.233,,,,,,,,,,,,,,0.375,near_rim_no_make_detected
event,E00312,rebound,리바운드,,34745,1158.167,2,team_2,,,,,,,,,,48992,,0.5,defensive_rebound_after_missed_shot_frame=34717
event,E00313,shot_made,슛성공,,34859,1161.967,1,team_1,,,,,,,,,,49104,,0.568,ball_crossed_rim_zone
event,E00314,steal_or_block,스틸/블락,,35033,1167.767,2,team_2,,,,,,,,,,49218,49220,0.565,stable_possession_changed_opponent_team;gap_frames=3;left_frames=44;right_frames=7
event,E00315,pass,패스,,35128,1170.933,1,team_1,,,,,,,,,,49379,49477,0.635,stable_possession_changed_same_team;gap_frames=7;left_frames=9;right_frames=22
event,E00316,steal_or_block,스틸/블락,,35150,1171.667,2,team_2,,,,,,,,,,49218,49379,0.55,stable_possession_changed_opponent_team;gap_frames=1;left_frames=22;right_frames=6
event,E00317,steal_or_block,스틸/블락,,35192,1173.067,2,team_2,,,,,,,,,,49218,49379,0.55,stable_possession_changed_opponent_team;gap_frames=2;left_frames=6;right_frames=6
event,E00318,shot_made,슛성공,,35272,1175.733,,unknown,,,,,,,,,,49625,,0.7,ball_crossed_rim_zone
event,E00319,shot_missed,슛실패,,35351,1178.367,,unknown,,,,,,,,,,49689,,0.534,near_rim_no_make_detected
event,E00320,shot_made,슛성공,,35700,1190.0,,,,,,,,,,,,,,0.7,ball_crossed_rim_zone
event,E00321,shot_made,슛성공,,36063,1202.1,,unknown,,,,,,,,,,50821,,0.655,ball_crossed_rim_zone
event,E00322,steal_or_block,스틸/블락,,36144,1204.8,2,team_2,,,,,,,,,,50891,50894,0.58,stable_possession_changed_opponent_team;gap_frames=15;left_frames=19;right_frames=8
event,E00323,shot_missed,슛실패,,36209,1206.967,2,team_2,,,,,,,,,,50891,,0.345,near_rim_no_make_detected
event,E00324,shot_made,슛성공,,36623,1220.767,,,,,,,,,,,,,,0.7,ball_crossed_rim_zone
event,E00325,shot_made,슛성공,,36659,1221.967,2,team_2,,,,,,,,,,51297,,0.616,ball_crossed_rim_zone
event,E00326,pass,패스,,36862,1228.733,1,team_1,,,,,,,,,,51460,51208,0.68,stable_possession_changed_same_team;gap_frames=21;left_frames=85;right_frames=25
event,E00327,pass,패스,,36887,1229.567,1,team_1,,,,,,,,,,51208,51460,0.65,stable_possession_changed_same_team;gap_frames=1;left_frames=25;right_frames=10
event,E00328,pass,패스,,36924,1230.8,1,team_1,,,,,,,,,,51556,51460,0.68,stable_possession_changed_same_team;gap_frames=2;left_frames=26;right_frames=46
event,E00329,pass,패스,,37029,1234.3,1,team_1,,,,,,,,,,51599,51556,0.665,stable_possession_changed_same_team;gap_frames=15;left_frames=15;right_frames=11
event,E00330,shot_made,슛성공,,37137,1237.9,,unknown,,,,,,,,,,51834,,0.7,ball_crossed_rim_zone
event,E00331,steal_or_block,스틸/블락,,37405,1246.833,1,team_1,,,,,,,,,,52411,52120,0.64,stable_possession_changed_opponent_team;gap_frames=2;left_frames=24;right_frames=15
event,E00332,steal_or_block,스틸/블락,,37506,1250.2,1,team_1,,,,,,,,,,52182,51572,0.595,stable_possession_changed_opponent_team;gap_frames=1;left_frames=9;right_frames=11
event,E00333,steal_or_block,스틸/블락,,37671,1255.7,2,team_2,,,,,,,,,,51572,52746,0.595,stable_possession_changed_opponent_team;gap_frames=1;left_frames=18;right_frames=9
event,E00334,pass,패스,,37724,1257.467,1,team_1,,,,,,,,,,52810,52746,0.62,stable_possession_changed_same_team;gap_frames=1;left_frames=23;right_frames=8
event,E00335,shot_made,슛성공,,37881,1262.7,,unknown,,,,,,,,,,53010,,0.675,ball_crossed_rim_zone
event,E00336,pass,패스,,37985,1266.167,1,team_1,,,,,,,,,,52968,53092,0.59,stable_possession_changed_same_team;gap_frames=3;left_frames=9;right_frames=6
event,E00337,pass,패스,,38054,1268.467,1,team_1,,,,,,,,,,53322,53226,0.68,stable_possession_changed_same_team;gap_frames=1;left_frames=19;right_frames=19
event,E00338,shot_missed,슛실패,,38086,1269.533,1,team_1,,,,,,,,,,53322,,0.315,near_rim_no_make_detected
event,E00339,rebound,리바운드,,38086,1269.533,1,team_1,,,,,,,,,,53422,,0.5,offensive_rebound_after_missed_shot_frame=38086
event,E00340,shot_made,슛성공,,38240,1274.667,2,team_2,,,,,,,,,,53578,,0.523,ball_crossed_rim_zone
event,E00341,shot_made,슛성공,,38371,1279.033,,,,,,,,,,,,,,0.494,ball_crossed_rim_zone
